Package Tracking Number,Transaction Date,Recipient Name,Recipient Company,Recipient Address,Recipient Country,Class,Total Cost,Package Weight,User Email,Service Cost,Weight (lbs),Appearances
{9455140105156000018708},2025-02-03 0:00:00,Kraemer Family Library - ILL,University of CO at Colorado Springs,1420 Astn Blffs Pkwy Colorado Springs CO 80918-3735,US,Library Mail,5.82,3 lbs ,,,3,13
{9455140105156000035941},2025-02-04 0:00:00,Coates Library - ILL,Trinity University,607 Kings Ct San Antonio TX 78212-5317,US,Library Mail,9.37,8 lbs ,,,8,13
{9455109105156121553659},2025-03-13 0:00:00,Library,Airway Heights Corrections Center,PO Box 1899 Airway Heights WA 99001-1899,US,Library Mail,4.4,1 lbs ,,,1,13
{9455140105156000349680},2025-07-16 0:00:00,ILL Department,Arapahoe Library District,12855 E Adam Aircraft Cir Englewood CO 80112-4550,US,Library Mail,7.1,5 lbs ,,,5,13
{9455109105156607634919},2025-01-06 0:00:00,Interlibrary Loan,Greenville County Library System,25 Heritage Green Pl Greenville SC 29601-2086,US,Library Mail,4.4,1 lbs ,,,1,12
{9455109105156112439726},2025-01-09 0:00:00,Interlibrary Loans,Lewis & Clark Library,120 S Lst Ch Glch St Helena MT 59601-4165,US,Library Mail,7.95,6 lbs ,,,6,12
{9455109105156608716102},2025-01-13 0:00:00,Interlibrary Loan Department,Kansas City Public Library,14 W 10th St Kansas City MO 64105-1702,US,Library Mail,7.24,5 lbs ,,,5,12
{9455109105156608921391},2025-01-14 0:00:00,Interlibrary Loan,Wake County Public Libraries,4020 Carya Dr Raleigh NC 27610-2900,US,Library Mail,4.4,1 lbs ,,,1,12
{9455109105156609170927},2025-01-15 0:00:00,Interlibrary Loan,St Louis Public Library,1415 Olive St Saint Louis MO 63103-2389,US,Library Mail,5.11,2 lbs ,,,2,12
{9455109105156609172952},2025-01-15 0:00:00,Interlibrary Loan,Ocean County Library,101 Washington St Toms River NJ 08753-7688,US,Library Mail,4.4,1 lbs ,,,1,12
{9455109105156609714732},2025-01-17 0:00:00,Interlibrary Loan,Holbrook Public Library,403 S Park St Holbrook AZ 86025-2701,US,Library Mail,5.11,2 lbs ,,,2,12
{9455109105156113945943},2025-01-17 0:00:00,Interlibrary Loan,Butte Public Library,226 W Broadway St Butte MT 59701-9297,US,Library Mail,5.11,2 lbs ,,,2,12
{9455109105156114299526},2025-01-21 0:00:00,Interlibrary Loan,Free Library of Philadelphia,1901 Vine St Philadelphia PA 19103-1189,US,Library Mail,4.4,1 lbs ,,,1,12
{9455109105156114609042},2025-01-22 0:00:00,Interlibrary Loan,Kanawha County Public Library,123 Capitol St Charleston WV 25301-2609,US,Library Mail,5.82,3 lbs ,,,3,12
{9455109105156114804973},2025-01-23 0:00:00,Interlibrary Loan,Barrington Area Library,505 N Northwest Hwy Barrington IL 60010-3399,US,Library Mail,5.11,2 lbs ,,,2,12
{9455109105156611078709},2025-01-27 0:00:00,CC Mabel L Criss Library - ILL,University of Nebraska at Omaha,6001 Dodge St Omaha NE 68182-0609,US,Library Mail,5.11,2 lbs ,,,2,12
{9455109105156611763643},2025-01-30 0:00:00,Library - Interlibrary Loan,Cleveland State University,1860 E 22nd St Cleveland OH 44114-4409,US,Library Mail,7.24,5 lbs ,,,5,12
{9455140105156000018999},2025-02-03 0:00:00,Interlibrary Loans 25-2,Highline College Library,PO Box 98000 Des Moines WA 98198-9800,US,Library Mail,5.11,2 lbs ,,,2,12
{9455140105156000019507},2025-02-03 0:00:00,136 David O McKay Library - ILL,Brigham Young University-Idaho,"525 S Center St, Stop 407 Rexburg ID 83460-0407",US,Library Mail,4.4,1 lbs ,,,1,12
{9455140105156000068819},2025-02-07 0:00:00,"Ablah Library, Room 119 - ILL",Wichita State University,"1845 Fairmount St, # 68 Wichita KS 67260-0068",US,Library Mail,4.4,1 lbs ,,,1,12
{9455140105156000068482},2025-02-07 0:00:00,Interlibrary Loan Dept,Evansville Vanderburgh Public Library,200 SE M L King Blvd Evansville IN 47713-1802,US,Library Mail,5.11,2 lbs ,,,2,12
{9455109105156612194125},2025-02-14 0:00:00,ILL Dept,Glendale Public Library,222 E Harvard St Glendale CA 91205-1075,US,Library Mail,5.82,3 lbs ,,,3,12
{9455109105156612936046},2025-02-20 0:00:00,Interlibrary Loan,Whitman County Library,102 S Main St Colfax WA 99111-1863,US,Library Mail,4.4,1 lbs ,illdept@kcls.org,4.4,1,12
{9455109105156117968924},2025-02-25 0:00:00,Fondren Library Center - ILL,Southern Methodist University,PO Box 750135 Dallas TX 75275-0135,US,Library Mail,4.4,1 lbs ,,,1,12
{9455109105156138352306},2025-06-02 0:00:00,Library - Interlibrary Loan,The Master's University,21726 Placerita Cyn Rd Santa Clarita CA 91321-1200,US,Library Mail,7.24,5 lbs ,,,5,12
{9455140105156000409193},2025-07-23 0:00:00,Airway Heights Corrections Ctr Library,Washington State Library,PO Box 1899 Airway Heights WA 99001-1899,US,Library Mail,7.81,6 lbs ,,,6,12
{9455109105156111444479},2025-01-03 0:00:00,Cline Library Document Delivery Services,Northern Arizona University,1001 S Knoles Dr Bldg 28 Flagstaff AZ 86011-6022,US,Library Mail,5.11,2 lbs ,,,2,11
{9455109105156607630010},2025-01-06 0:00:00,Central Library - Interlibrary Loan,Montgomery County Public Library,104 I H 45 N Conroe TX 77301-2720,US,Library Mail,4.4,1 lbs ,,,1,11
{9455109105156112087507},2025-01-07 0:00:00,Interlibrary Loans Dept,Manatee County Central Library,1301 Barcarrota Blvd Bradenton FL 34205-7599,US,Library Mail,5.82,3 lbs ,,,3,11
{9455109105156607918408},2025-01-07 0:00:00,William F White Jr Library - ILL,Del Mar College,101 Baldwin Blvd Corpus Christi TX 78404-3894,US,Library Mail,6.53,4 lbs ,,,4,11
{9455109105156608243950},2025-01-09 0:00:00,Library,Airway Heights Corrections Center,PO Box 1899 11919 W Sprague Ave Airway Heights WA 99001-1899,US,Library Mail,5.82,3 lbs ,,,3,11
{9455109105156608727214},2025-01-13 0:00:00,Interlibrary Loan,Eau Claire Public Library,400 Eau Claire St Eau Claire WI 54701-3799,US,Library Mail,5.11,2 lbs ,,,2,11
{9455109105156113649933},2025-01-16 0:00:00,Interlibrary Loan,South Puget Sound Community College,2011 Mottman Rd SW Tumwater WA 98512-6292,US,Library Mail,4.4,1 lbs ,,,1,11
{9455109105156113654548},2025-01-16 0:00:00,Interlibrary Loan,Rolling Hills Consolidated Library,1912 N Belt Hwy Saint Joseph MO 64506-2201,US,Library Mail,5.11,1 lbs 10.40 oz,,,1.65,11
{9455109105156113941761},2025-01-17 0:00:00,D'Arcy McNickle Library - ILL,Salish Kootenai College,PO Box 70 Pablo MT 59855-0070,US,Library Mail,4.4,1 lbs ,,,1,11
{9455109105156113951432},2025-01-17 0:00:00,ILL Clerk,White Oak Library District,201 W Normantown Rd Romeoville IL 60446-1383,US,Library Mail,5.82,3 lbs ,,,3,11
{9455109105156114299533},2025-01-21 0:00:00,Interlibrary Loan,Utah State Library,"250 N 1950 W, Ste A Salt Lake City UT 84116-7901",US,Library Mail,4.4,1 lbs ,,,1,11
{9455109105156115236995},2025-01-27 0:00:00,Interlibrary Loan,Nashville Public Library,615 Church St Nashville TN 37219-2314,US,Library Mail,4.4,1 lbs ,,,1,11
{9455109105156610926995},2025-01-27 0:00:00,Interlibrary Loan,Lakewood Public Library,15425 Detroit Ave Lakewood OH 44107-3890,US,Library Mail,6.53,4 lbs ,,,4,11
{9455109105156611587713},2025-01-29 0:00:00,Interlibrary Loan Dept,Charleston County Public Library,68 Calhoun St Charleston SC 29401-3546,US,Library Mail,5.11,2 lbs ,,,2,11
{9455109105156611767863},2025-01-30 0:00:00,InterLibrary Loan,Fountaindale Public Library,300 W Briarcliff Rd Bolingbrook IL 60440-2894,US,Library Mail,4.4,1 lbs ,,,1,11
{9455140105156000019071},2025-02-03 0:00:00,Vance Memorial Library - ILL,Dallas Baptist University,3000 Mt Creek Pkwy Dallas TX 75211-9299,US,Library Mail,5.11,2 lbs ,,,2,11
{9455140105156000019439},2025-02-03 0:00:00,Interlibrary Loan,Fairfax County Public Library,4000 Stringfellow Rd Chantilly VA 20151-2628,US,Library Mail,4.4,1 lbs ,,,1,11
{9455140105156000035408},2025-02-04 0:00:00, Green Library - Interlibrary Loan,Stanford University,"557 Escondido Mall, Rm 111 Stanford CA 94305-6004",US,Library Mail,4.4,1 lbs ,,,1,11
{9455109105156612923039},2025-02-20 0:00:00,Interlibrary Loan,Mesa Public Library,64 E 1st St Mesa AZ 85201-6768,US,Library Mail,5.11,2 lbs ,,,2,11
{9455109105156616790057},2025-03-18 0:00:00,Interlibrary Loan,Somerset County Library,PO Box 6700 Bridgewater NJ 08807-0700,US,Library Mail,5.11,2 lbs ,,,2,11
{9455109105156618583404},2025-03-26 0:00:00,Interlibrary Loan,Jackson District Library,3125 E Michigan Ave Jackson MI 49202-3849,US,Library Mail,5.11,2 lbs ,,,2,11
{9455109105156111449542},2025-01-03 0:00:00,Library - Interlibrary Loan,"California State University, Long Beach",1250 N Bellflower Blvd Long Beach CA 90840-1901,US,Library Mail,4.4,1 lbs ,,,1,10
{9455109105156607920920},2025-01-08 0:00:00,Interlibrary Loan,Portland Public Library,5 Monument Sq Portland ME 04101-4072,US,Library Mail,4.4,1 lbs ,,,1,10
{9455109105156608239458},2025-01-09 0:00:00,Interlibrary Loan,Forsyth County Public Library,585 Dahlonega St Cumming GA 30040-2109,US,Library Mail,7.24,5 lbs ,,,5,10
{9455109105156112474048},2025-01-09 0:00:00,ILL,Blanding Branch Library,25 W 300 S Blanding UT 84511-3829,US,Library Mail,4.4,1 lbs ,,,1,10
{9455109105156112745520},2025-01-10 0:00:00,ILL Department,Big Horn County Public Library,419 N Custer Ave Hardin MT 59034-1892,US,Library Mail,4.4,1 lbs ,,,1,10
{9455109105156608472640},2025-01-10 0:00:00,Interlibrary Loan,Emmaus Bible College Library,2570 Asbury Rd Dubuque IA 52001-3096,US,Library Mail,4.4,1 lbs ,,,1,10
{9455109105156113045629},2025-01-13 0:00:00,W I Dykes Library - ILL,University of Houston-Downtown,1 Main St Houston TX 77002-1014,US,Library Mail,5.11,2 lbs ,,,2,10
{9455109105156608724466},2025-01-13 0:00:00,Interlibrary Loan,North Lake Cnty Public Library District,102 1st St E Polson MT 59860-2358,US,Library Mail,5.11,2 lbs ,,,2,10
{9455109105156608921667},2025-01-14 0:00:00,Library,Nebraska State Penitentiary,PO Box 22500 Lincoln NE 68542-2500,US,Library Mail,4.4,1 lbs ,,,1,10
{9455109105156113649940},2025-01-16 0:00:00,Pius XII Memorial Library - ILL,Saint Louis University,3650 Lindell Blvd Saint Louis MO 63108-3302,US,Library Mail,4.4,1 lbs ,,,1,10
{9455109105156114297287},2025-01-21 0:00:00,University Library - ILL,Santa Clara University,500 El Camino Real Santa Clara CA 95053-0500,US,Library Mail,4.4,1 lbs ,,,1,10
{9455109105156611215029},2025-01-28 0:00:00,Rush Rhees Library - ILL,University of Rochester,PO Box 270055 Rochester NY 14627-0055,US,Library Mail,4.4,1 lbs ,,,1,10
{9455109105156611762509},2025-01-30 0:00:00,Pollak Library - Interlibrary Loan,"California State University, Fullerton",PO Box 4150 Fullerton CA 92834-4150,US,Library Mail,7.95,6 lbs ,,,6,10
{9455109105156116632185},2025-02-18 0:00:00,Interlibrary Loan,Judith Basin County Free Library,PO Box 486 Stanford MT 59479-0486,US,Library Mail,4.4,1 lbs ,,,1,10
{9455109105156116866993},2025-02-19 0:00:00,Holman Library - ILL Dept,Green River College,12401 SE 320th St Auburn WA 98092-3699,US,Library Mail,5.11,2 lbs ,,,2,10
{9455109105156614818746},2025-03-06 0:00:00,Howard-Tilton Memorial Library - ILL,Tulane University,7001 Freret St New Orleans LA 70118-4641,US,Library Mail,4.4,1 lbs ,,,1,10
{9455109105156616603326},2025-03-17 0:00:00,McDermott Library - ILL Dept,University of Texas at Dallas,800 W Campbell Rd Richardson TX 75080-3021,US,Library Mail,5.82,3 lbs ,,,3,10
{9455109105156618590068},2025-03-26 0:00:00,Interlibrary Loan Dept,Greene County Public Library,PO Box 520 Xenia OH 45385-0520,US,Library Mail,4.4,1 lbs ,,,1,10
{9455109105156618830614},2025-03-27 0:00:00,Interlibrary Loan,Pueblo City County Library District,100 E Abriendo Ave Pueblo CO 81004-4232,US,Library Mail,5.11,2 lbs ,,,2,10
{9455109105156621920906},2025-04-30 0:00:00,ILL Dept,Anne Arundel County Public Library,1410 West St Annapolis MD 21401-4036,US,Library Mail,4.4,1 lbs ,,,1,10
{9455109105156607630720},2025-01-06 0:00:00,Interlibrary Loan,Scenic Regional Library,251 Union Plaza Dr Union MO 63084-3103,US,Library Mail,4.4,1 lbs ,,,1,9
{9455109105156607917999},2025-01-07 0:00:00,Interlibrary Loan,Jefferson Parish Library,4747 W Napoleon Ave Metairie LA 70001-2310,US,Library Mail,5.82,3 lbs ,,,3,9
{9455109105156112471313},2025-01-09 0:00:00,Interlibrary Loan,Victory Branch Library,10664 W Victory Rd Boise ID 83709-3962,US,Library Mail,4.4,1 lbs ,,,1,9
{9455109105156112725997},2025-01-10 0:00:00,Moffett Library - Interlibrary Loan,Midwestern State University,3410 Taft Blvd Wichita Falls TX 76308-2096,US,Library Mail,6.53,4 lbs ,,,4,9
{9455109105156112732308},2025-01-10 0:00:00,Hazy Library - ILL,Embry-Riddle Aeronautical University,3700 Willow Creek Rd Prescott AZ 86301-3720,US,Library Mail,5.11,2 lbs ,,,2,9
{9455109105156608737442},2025-01-13 0:00:00,Interlibrary Loan Dept,Chester County Library & District Center,450 Exton Square Pkwy Exton PA 19341-2458,US,Library Mail,4.4,1 lbs ,,,1,9
{9455109105156609444547},2025-01-16 0:00:00,Library - Interlibrary Loan,Humboldt State University,1 Harpst St Arcata CA 95521-8299,US,Library Mail,5.11,2 lbs ,,,2,9
{9455109105156609700728},2025-01-17 0:00:00,Interlibrary Loan,Los Alamos County Library System,2400 Central Ave Los Alamos NM 87544-4055,US,Library Mail,5.82,3 lbs ,,,3,9
{9455109105156113933483},2025-01-17 0:00:00,Tomlinson Library - ILL,Colorado Mesa University,1100 North Ave Grand Junction CO 81501-3122,US,Library Mail,4.4,1 lbs ,,,1,9
{9455109105156114297034},2025-01-21 0:00:00,McKeldin Library - ILL,University of Maryland,7649 Library Lane College Park MD 20742-7011,US,Library Mail,4.4,1 lbs ,,,1,9
{9455109105156114297027},2025-01-21 0:00:00,Interlibrary Loan,Anythink Libraries - Rangeview Lib Dist,10530 Huron St Northglenn CO 80234-4011,US,Library Mail,4.4,1 lbs ,,,1,9
{9455109105156114603125},2025-01-22 0:00:00,Interlibrary Loan,Vernon Area Public Library,300 Old Hlf Day Rd Lincolnshire IL 60069-2901,US,Library Mail,4.4,1 lbs ,,,1,9
{9455109105156611083772},2025-01-27 0:00:00,Interlibrary Loan,Franklin Park Public Library,10311 Grand Ave Franklin Park IL 60131-2274,US,Library Mail,4.4,1 lbs ,,,1,9
{9455109105156610925097},2025-01-27 0:00:00,ILL Dept,University of Texas Arlington,702 Planetarium Pl Box 19497 Arlington TX 76019-0001,US,Library Mail,7.95,6 lbs ,,,6,9
{9455109105156610930534},2025-01-27 0:00:00,Alcuin Library - Interlibrary Loan,St John's University,PO Box 2500 Collegeville MN 56321-2500,US,Library Mail,5.82,3 lbs ,,,3,9
{9455140105156000009492},2025-01-31 0:00:00,Interlibrary Loan,Logan County District Library,220 N Main St Bellefontaine OH 43311-2228,US,Library Mail,8.66,7 lbs ,,,7,9
{9455140105156000019422},2025-02-03 0:00:00,Perry Library - Interlibrary Loan,Old Dominion University,4427 Hampton Blvd Norfolk VA 23508-1817,US,Library Mail,4.4,1 lbs ,,,1,9
{9455140105156000080422},2025-02-10 0:00:00,Interlibrary Loan,Cal Arts Library,24700 McBean Pkwy Valencia CA 91355-2340,US,Library Mail,5.11,2 lbs ,,,2,9
{9455140105156000105712},2025-02-12 0:00:00,Interlibrary Loan,Hillsborough County Public Library Coop,3804 S Manhattan Ave Tampa FL 33611-1212,US,Library Mail,5.11,2 lbs ,,,2,9
{9455109105156612199830},2025-02-14 0:00:00,ILL Dept,NCCO Libraries,77 Reads Way New Castle DE 19720-1648,US,Library Mail,5.11,2 lbs ,,,2,9
{9455109105156116862742},2025-02-19 0:00:00,Interlibrary Loan,Bismarck Veterans Mem Public Library,515 N 5th St Bismarck ND 58501-4081,US,Library Mail,5.82,3 lbs ,,,3,9
{9455109105156117975618},2025-02-25 0:00:00,ILL,Flathead County Library,247 1st Ave E Kalispell MT 59901-4560,US,Library Mail,4.4,1 lbs ,,,1,9
{9455109105156118357215},2025-02-26 0:00:00,Ryan Library - ILL,Point Loma Nazarene University,3900 Lomaland Dr San Diego CA 92106-2899,US,Library Mail,4.4,1 lbs ,,,1,9
{9455109105156118769964},2025-02-27 0:00:00,Interlibrary Loan,Wasilla Public Library,500 N Crusey St Wasilla AK 99654-7189,US,Library Mail,4.4,1 lbs ,,,1,9
{9455109105156119035358},2025-02-28 0:00:00,Interlibrary Loan,Greenwich Library,101 W Putnam Ave Greenwich CT 06830-5387,US,Library Mail,5.11,2 lbs ,,,2,9
{9455109105156614076054},2025-02-28 0:00:00,"Howe Library, ILL office",University of Vermont,538 Main St Burlington VT 05405-0036,US,Library Mail,5.11,2 lbs ,,,2,9
{9455109105156119918460},2025-03-05 0:00:00,Interlibrary Loan,Bloomington Public Library,205 E Olive St Bloomington IL 61701-5218,US,Library Mail,5.11,2 lbs ,,,2,9
{9455109105156122422886},2025-03-19 0:00:00,USC Libraries,University of Southern California,2571 650 W 35th St Los Angeles CA 90089-2571,US,Library Mail,5.11,2 lbs ,,,2,9
{9455109105156620252756},2025-04-22 0:00:00,Interlibrary Loan Dept,Evanston Public Library,1703 Orrington Ave Evanston IL 60201-3886,US,Library Mail,5.11,2 lbs ,,,2,9
{9455109105156138157420},2025-05-30 0:00:00,Interlibrary Loan,Houston Public Library - Central,500 McKinney St Houston TX 77002-5000,US,Library Mail,5.11,2 lbs ,,,2,9
{9455109105156607434311},2025-01-03 0:00:00,Interlibrary Loan,Bowdoin College Library,5 College St Brunswick ME 04011-2503,US,Library Mail,5.11,2 lbs ,,,2,8
{9455109105156111445209},2025-01-03 0:00:00,Interlibrary Loan,Neill Public Library,210 N Grand Ave Pullman WA 99163-2608,US,Library Mail,5.11,2 lbs ,,,2,8
{9455109105156111442796},2025-01-03 0:00:00,Interlibrary Loan,Sheridan County Fulmer Public Library,335 W Alger St Sheridan WY 82801-3898,US,Library Mail,5.11,2 lbs ,,,2,8
{9455109105156607630553},2025-01-06 0:00:00,C L Wilson Library - ILL,Missouri University of Science & Tech,400 W 14th St Rolla MO 65409-0060,US,Library Mail,4.4,1 lbs ,,,1,8
{9455109105156112088078},2025-01-07 0:00:00,University Library - Interlibrary Loan,"California State University, Northridge",18111 Nordhoff St Northridge CA 91330-8327,US,Library Mail,4.4,1 lbs ,,,1,8
{9455109105156607919573},2025-01-08 0:00:00,Interlibrary Loan,Alachua County Library District,401 E University Ave Gainesville FL 32601-5453,US,Library Mail,5.11,2 lbs ,,,2,8
{9455109105156607919948},2025-01-08 0:00:00,Tisch Library - Interlibrary Loan,Tufts University,35 Professors Row Medford MA 02155-5848,US,Library Mail,5.11,2 lbs ,,,2,8
{9455109105156112745445},2025-01-10 0:00:00,Zuhl Library - ILL,New Mexico State University,"1305 Frenger Mall, MSC 3475 Box 30006 Las Cruces NM 88003-1216",US,Library Mail,4.4,1 lbs ,,,1,8
{9455109105156608464287},2025-01-10 0:00:00,ABS ILL Return,Henderson Libraries,280 S Green Vly Pkwy Henderson NV 89012-2301,US,Library Mail,5.82,3 lbs ,,,3,8
{9455109105156608470202},2025-01-10 0:00:00,Interlibrary Loan,Scottsdale Public Library,3839 N Drinkwater Blvd Scottsdale AZ 85251-4467,US,Library Mail,5.11,2 lbs ,,,2,8
{9455109105156112729353},2025-01-10 0:00:00,Interlibrary Loan,Bangor Public Library,145 Harlow St Bangor ME 04401-4900,US,Library Mail,5.82,3 lbs ,,,3,8
{9455109105156608473654},2025-01-10 0:00:00,Interlibrary Loan,Pierce College Library,9401 Farwest Dr SW Lakewood WA 98498-1999,US,Library Mail,4.4,1 lbs ,,,1,8
{9455109105156608728075},2025-01-13 0:00:00,Interlibrary Loan,Montrose Regional Library District,"320 S 2nd St, # C512 Montrose CO 81401-4274",US,Library Mail,5.11,2 lbs ,,,2,8
{9455109105156608740534},2025-01-13 0:00:00,Karen H Huntsman Library - ILL,Snow College,150 College Ave Ephraim UT 84627-1299,US,Library Mail,4.4,1 lbs ,,,1,8
{9455109105156608906336},2025-01-14 0:00:00,Interlibrary Loan,Pitkin County Library,120 N Mill St Aspen CO 81611-1502,US,Library Mail,5.82,3 lbs ,,,3,8
{9455109105156608907388},2025-01-14 0:00:00,Interlibrary Loan,Dover Public Library,35 Loockerman Plz Dover DE 19901-7327,US,Library Mail,7.24,5 lbs ,,,5,8
{9455109105156609732842},2025-01-17 0:00:00,Library - Interlibrary Loan,Columbia College,600 S Michigan Ave Chicago IL 60605-1900,US,Library Mail,4.4,1 lbs ,,,1,8
{9455109105156609732040},2025-01-17 0:00:00,Interlibrary Loans,Homedale Public Library,PO Box 1087 Homedale ID 83628-1087,US,Library Mail,4.4,1 lbs ,,,1,8
{9455109105156113934572},2025-01-17 0:00:00,Interlibrary Loan,Santa Fe Public Library,145 Washington Ave Santa Fe NM 87501-2016,US,Library Mail,4.4,1 lbs ,,,1,8
{9455109105156609713988},2025-01-17 0:00:00,Library - ILL Dept,Valparaiso University,1410 Chapel Dr Valparaiso IN 46383-4523,US,Library Mail,5.11,2 lbs ,,,2,8
{9455109105156113932998},2025-01-17 0:00:00,"Dayton Memorial Library ILL, D-20",Regis University,3333 Regis Blvd Denver CO 80221-1099,US,Library Mail,5.11,2 lbs ,,,2,8
